"","AT","V","AP","RH","Output"
"4900",30.8,73.56,1007.39,75.78,432.43
"4901",22.07,60.08,1017.68,71.23,452.56
"4902",15.51,41.76,1022.81,69.55,463.82
"4903",29.78,69.71,1008.96,67.46,434.33
"4904",9.61,39.04,1023.45,75.66,483.86
"4905",31.99,53.53,1004.98,53.53,432.43
"4906",29.72,74.78,1009.32,55.25,438.19
"4907",15.47,43.13,1015.11,50.5,466.63
"4908",4.62,38.44,1016.09,73.14,486.84
"4909",15.61,41.2,1016.12,75.28,467.81
"4910",7.35,41.66,1015.55,79.67,485.35
"4911",23.77,61.87,1009.8,54.83,445.72
"4912",10.88,44.63,1020.52,86.81,469.57
"4913",12.99,43.8,1023.16,64.65,466.95
"4914",22.99,46.93,1014.15,49.42,451.41
"4915",24.38,58.2,1016.93,51.61,444.36
"4916",25.14,69.13,1011.15,85.67,433.95
"4917",13.21,40.03,1018.12,82.98,469.75
"4918",13.56,39.18,1023.4,63.82,470.38
"4919",10.6,41.46,1021.23,89.02,481.3
"4920",12.78,41.04,1025.16,85.14,461.61
"4921",27.44,66.56,1005.51,69.28,428
"4922",23.09,51.19,1009.4,81.61,443.22
"4923",20.87,57.19,1006.5,77,445.95
"4924",14.58,42.07,1017.9,86.14,460.66
"4925",22.12,69.71,1009.7,90.22,434.42
"4926",16.73,65.94,1013.79,90.19,453.39
"4927",14.92,41.16,1004.83,83.7,465.72
"4928",21.38,65.12,1015.73,68.02,448.5
"4929",10.55,41.92,1030,91.23,470.95
"4930",3.31,39.42,1024.05,84.31,487.19
"4931",16.23,43.52,1020.13,76.3,464.74
"4932",27.86,65.18,1012.87,55.53,436.26
"4933",13.63,43.22,1012.71,72.85,464.62
"4934",6.91,37.49,1011.05,82.07,481.88
"4935",8.62,39.54,1011.64,82.86,483.03
"4936",8.51,42.32,1015.08,84.89,476.6
"4937",31.3,70.79,1004.3,54.37,428.75
"4938",16,43.02,1012.37,39.2,466.01
"4939",11.44,44.2,1018.14,84.9,476.12
"4940",5.15,45.87,1008.02,98.36,479.61
"4941",24.88,63.91,1009.41,77.75,447.28
"4942",27.52,74.67,1015.77,72.01,433.56
"4943",32.89,66.44,1009.94,60.55,431.54
"4944",9.98,39.66,1017.32,77.78,481.64
"4945",25.42,74.22,1009.04,88.55,433.97
"4946",26.04,52.84,1005.68,65.18,439.36
"4947",16,48.78,1013.9,88.64,458.27
"4948",14.4,40.2,1013.04,90.5,464.5
"4949",21.71,60.77,1017.95,85.07,444.59
"4950",27.72,69.88,1007.58,72.25,434.02
"4951",9.34,38.08,1019.56,67.74,482.06
"4952",31.12,68.14,1003.67,67.36,427.06
"4953",12.14,44.85,1014.36,60.04,476.68
"4954",12.24,40.96,1023.22,78.74,475.32
"4955",25.67,69.88,1007.84,83.32,441.35
"4956",28.6,61.86,1011.86,62.13,439.74
"4957",33.63,70.4,1004.02,53.6,430.05
"4958",20.23,57.76,1016.84,81.26,452.5
"4959",13.3,50.59,1019.38,92.96,469.13
"4960",20.77,45.87,1008.07,76.22,452.71
"4961",20,56.53,1020.43,75.94,454.86
"4962",7.34,40.72,1023.01,80.08,483.92
"4963",21.71,65.27,1013.24,63.58,444.91
"4964",25.16,58.82,1009.63,72.62,442
"4965",17.35,39.39,1013.18,67.67,467.85
"4966",21.6,66.86,1013.02,54.19,450.84
"4967",9.89,40.64,1020.59,98.35,478.13
"4968",13.32,44.9,1007.72,78.64,466.3
"4969",24.8,50.23,1016.62,63.13,453.56
"4970",26.38,44.89,1009.14,51.79,442.13
"4971",19.93,57.25,1010.6,89.34,455.15
"4972",9.33,36.3,1027.88,79.23,479.6
"4973",13.85,45.08,1024.86,83.85,468.35
"4974",24.51,62.08,1022.58,57.44,447.04
"4975",27.78,68.67,1005.59,59.17,439.92
"4976",23.85,52.3,1005.9,70.95,441.99
"4977",13.75,40.89,1011.21,82.8,471.42
"4978",34.2,68.14,1002.7,56.09,427.05
"4979",19.04,68.28,1004.52,86.16,444.54
"4980",24.85,67.9,1005.9,64.55,445.18
"4981",22.51,66.49,1014.59,63.03,453.08
"4982",26.88,60.96,1012.1,57.9,446.77
"4983",15.48,47.83,1004.88,81.68,463.67
"4984",23.56,73.67,1007.13,87.1,439.27
"4985",19.43,52.9,1018.35,61.12,456.08
"4986",29.97,67.9,1006.09,61.6,434.14
"4987",18.97,50.59,1016.01,74.9,459.68
"4988",21.37,81.56,1006.57,81.56,434.38
"4989",20.09,61.27,1020.05,70.71,451.43
"4990",22.41,66.56,1003.3,88.71,435.75
"4991",24.51,68.63,1014.15,45.1,447.66
"4992",26.01,74.33,1015.69,81.22,435.82
"4993",28.32,68.12,1011.62,46.75,433.59
"4994",13.68,45.08,1024.91,85.26,467.02
"4995",8.83,41.14,1025.37,94.36,474.51
"4996",24.75,58.79,1009.87,71.97,444.79
"4997",30.64,74.87,1009.44,59.01,437.43
"4998",26.68,49.02,1008.4,68.01,441.54
"4999",23.38,48.6,1004.45,69.19,440.9
"5000",23.48,70.79,1006.7,88.57,432.25
"5001",14.03,49.15,1020.5,83.65,467.16
"5002",24.26,47.93,1003.87,70.44,439.16
"5003",13.08,42.32,1016.63,83.72,462.41
"5004",23.78,69.71,1008.79,83.17,443.06
"5005",27.71,75.23,1010.21,59.75,440.7
"5006",21.97,65.61,1016.09,73.29,447.05
"5007",15.54,41.23,995.45,83.73,463.06
"5008",31.03,74.33,1011.55,63.45,429.35
"5009",31.12,69.13,1009.61,56.54,429.41
"5010",7.11,41.74,1022.35,90.68,487.85
"5011",13.07,42.18,1014.98,87.77,461.71
"5012",22.86,62.52,1016.23,70.67,447.96
"5013",6.14,40.62,1015.71,86.51,481.66
"5014",14.3,53.82,1016.64,63.9,465.42
"5015",17.93,44.63,1003.54,87.41,458.96
"5016",25.9,71.73,1010.18,74.83,434.84
"5017",23.72,58.62,1016.32,71.17,447.13
"5018",13.83,38.73,999.62,91.95,469.81
"5019",21.71,76.86,1006.71,76.86,438.41
"5020",28.76,66.56,1006.07,62.41,432.3
"5021",15.28,43.71,1024.32,81.24,463.44
"5022",13.95,38.73,1003.87,83.94,468.21
"5023",22.19,58.49,1010.91,77.03,449.4
"5024",22.75,58.86,1016,67.34,448.32
"5025",28.52,64.96,1005.9,70.79,431.36
"5026",23.9,61.47,1009.01,81.05,438.73
"5027",31.88,70.36,1006.2,57.51,438.42
"5028",10.4,42.44,1014.24,93.48,480.04
"5029",21.31,49.39,1020.18,71.35,455.34
"5030",29.72,71.97,1008.6,79.25,431.22
"5031",20.92,49.15,1021.15,49.76,455.32
"5032",13.48,40.35,1011.71,69.44,474.72
"5033",21.36,58.95,1018.35,78.87,443.93
"5034",6.75,39.9,1008.3,87.42,484.05
"5035",18.11,58.95,1016.61,89.17,454.29
"5036",26.2,71.73,1010.14,76.14,430.89
"5037",22.89,80.25,1006.38,80.25,446.15
"5038",26.12,63.94,1017.97,44.81,441.46
"5039",9.84,40.22,1009.5,85.38,479.65
"5040",14.13,48.92,1011.72,78.06,464.17
"5041",9.05,36.3,1027.44,74.85,479.43
"5042",22.21,60.77,1018.21,84.96,444.57
"5043",18.73,40.12,1013.19,74.12,454.71
"5044",10.53,40.64,1020.62,98.43,477.99
"5045",21.47,58.79,1017,76.97,446.33
"5046",6.03,41.17,1019.81,84.2,488.57
"5047",23.55,65.12,1016.23,66.65,446.44
"5048",9.26,40.78,1023.61,88.48,471.79
"5049",14.18,42.99,1007.19,73.21,468.35
"5050",6.67,39.37,1020.31,73.56,488.13
"5051",24.1,71.97,1009.92,91.27,443.09
"5052",25.35,72.99,1007.65,84.09,436.29
"5053",23.21,58.49,1010.97,74.34,448.09
"5054",11.44,43.13,1014.88,63.88,477.57
"5055",12.75,40.64,1020.44,83.17,466.93
"5056",30.01,68.27,1006.88,51.67,428.6
"5057",27.18,61.41,1012.17,46.11,449.7
"5058",8.3,43.13,1020.02,83.11,484.07
"5059",26.2,71.73,1009.99,74.99,434.08
"5060",22.4,68.31,1009.52,83.5,446.91
"5061",14.66,43.13,1014.97,46.31,467.87
"5062",24.96,70.47,1007.73,76.48,438.23
"5063",26.5,66.05,1017.03,61.34,440.15
"5064",24.39,58.41,1013.65,80.93,445.39
"5065",3.91,35.47,1016.92,86.03,488.67
"5066",14.8,44.92,1024.06,91.67,464.01
"5067",10.22,39.64,1010.72,63.05,477.22
"5068",13.48,41.92,1030.2,65.96,463.9
"5069",17.83,43.72,1008.64,78.72,453.86
"5070",31.63,65.74,1010.83,50.59,437.54
"5071",23.16,69.94,1004.92,68.68,438.48
"5072",21.7,64.69,1007.93,78.37,448.76
"5073",13.92,41.16,1000.98,83.89,454.15
"5074",12.22,41.2,1016.81,81.22,474.96
"5075",21.62,58.59,1012.93,67.05,445.92
"5076",9.3,38.18,1017.19,71.51,480.14
"5077",32.55,70.94,1006.75,43.15,432.07
"5078",13.32,38.73,1005.37,88.48,472.33
"5079",19.83,59.44,1012.98,91.24,446.15
"5080",22.16,64.63,1020.81,68.47,451.86
"5081",15.81,58.59,1014.41,90.03,456.91
"5082",24.46,68.61,1011.02,76.66,440.58
"5083",29.1,73.4,1011.35,57.31,436.85
"5084",24.37,70.02,1010.97,71.97,443.53
"5085",7.48,38.5,1014.01,77.35,488.43
"5086",8.58,40.72,1022.04,87.55,480.96
"5087",19.69,56.65,1020.82,71.54,453.96
"5088",18.14,43.56,1012.83,47.1,461.71
"5089",18.21,39.54,1009.81,70.92,461.73
"5090",27.07,77.95,1012.34,76.64,433.61
"5091",15.62,38.28,1014.5,77.01,465.7
"5092",25.61,47.43,1008.62,54.51,442.96
"5093",15.41,42.44,1012.6,86.74,472.28
"5094",20,63.31,1017.06,63.1,449.68
"5095",25.87,57.32,1012.06,44.13,442.87
"5096",14.43,38.91,1013.28,70.26,468.83
"5097",9.14,38.91,1018.62,89.88,476.57
"5098",25.24,68.28,1000.26,78.17,435.9
"5099",27.06,43.77,1011.02,42.61,442.15
"5100",18.06,52.08,1003.73,100.09,452.19
"5101",23.15,58.79,1011.11,82.49,447.71
"5102",25.38,74.67,1016.61,81.34,435.41
"5103",30.65,65.18,1012.51,42.32,436.79
"5104",8.49,43.69,1016.93,85.63,483.62
"5105",29.86,69.34,1009.61,61.27,438.5
"5106",29.12,66.56,1006.9,49.79,429.94
"5107",10.35,38.38,1020.77,74.55,477.76
"5108",30.3,73.9,1006.72,55.13,440.79
"5109",21.31,46.97,1014.08,62.57,455.76
"5110",15.17,54.3,1017.38,72.11,464.39
"5111",11.87,40.55,1019.06,94.11,473.79
"5112",24.1,68.61,1010.97,74.87,443.75
"5113",23.92,73.17,1011.81,92.33,433.78
"5114",13,48.79,1017.14,85.23,464.12
"5115",24.14,41.1,1002.1,38.49,450.13
"5116",30.19,66.54,1004.39,61.43,428.37
"5117",22.08,69.94,1008.41,72.86,441.57
"5118",26.86,72.58,1009.22,88.39,428.69
"5119",13.55,40.1,1014.57,81.48,469.57
"5120",13.18,43.8,1023.18,61.21,467
"5121",7.2,40.35,1011.83,95.59,484.9
"5122",11.37,41.5,1013.57,88.82,475.94
"5123",13.93,39.64,1011.8,82.64,470.84
"5124",10.32,40.35,1011.64,84.05,481.51
"5125",16.32,50.88,1013.37,97.19,458.28
"5126",4.16,35.47,1017.72,88.49,486.7
"5127",28.26,72.43,1006.68,72.3,426.2
"5128",29,69.68,1012.78,66.09,442.79
"5129",31.63,68.3,1014.8,42.02,426.86
"5130",28.19,68.08,1013.41,43.93,436.43
"5131",13.93,40.2,1013.41,89.86,466.47
"5132",30.92,80.18,1010.11,72.47,432.35
"5133",19.89,69.48,1011.06,86.73,447.63
"5134",25.86,76.2,1005.73,69.35,438.75
"5135",10.81,44.63,1020.61,88.29,473.86
"5136",18.26,69.94,1004.1,97.39,443.59
"5137",18.61,63.09,1019.37,83.08,449.81
"5138",25.34,65.61,1014.61,57.51,442.82
"5139",21.28,70.72,1010.29,86.22,445.54
"5140",12.88,43.8,1023.19,59.18,468.19
"5141",33.68,68.14,1002.75,56.05,427.53
"5142",8.66,44.68,1022.99,95.45,479.62
"5143",8.26,40.96,1025.23,89.22,485.73
"5144",9.03,40.71,1025.98,81.94,484.97
"5145",14.85,39.39,1013.93,76.27,468.84
"5146",3.21,38.44,1016.9,86.34,491.35
"5147",15.71,39.3,1019.2,62.28,462.84
"5148",26.52,43.77,1011.49,46.98,440.31
"5149",14.18,40.69,1014.73,74.88,471.52
"5150",13.89,45.08,1024.64,82.29,467.74
"5151",10.12,41.78,1013.43,73.47,477.67
"5152",21.12,63.91,1009.33,96.14,447.64
"5153",26.68,63.73,1009.7,71.55,439.69
"5154",19.65,62.1,1019.46,77.82,449.13
"5155",23.47,69.71,1009.66,88.83,442.23
"5156",16.71,40.55,1004.45,81.64,464.13
"5157",5.21,35.79,1012.44,94.35,485.17
"5158",28.13,68.12,1012.6,44.71,435.85
"5159",12.14,45,1023.9,89.2,476.6
"5160",23.7,69.23,1011.73,73.18,437.15
"5161",29.52,75.33,1002.62,70.64,433.39
"5162",13.49,41.78,1010.66,63.34,467.92
"5163",28.24,65.74,1013.4,64.87,438.47
"5164",16.48,68.28,1004.27,99.89,449.7
"5165",14.01,42.74,1029.16,68.31,466.15
"5166",24.56,66.75,1018.5,77.47,435.03
"5167",28.94,71.64,1006.59,69.24,438.96
"5168",19.71,43.43,1009.58,65.71,456.24
"5169",11.06,41.5,1013.09,89.8,476.24
"5170",22.99,60.77,1017.97,78.47,447.62
"5171",19.87,48.14,1016.94,81.56,451.14
"5172",23.77,59.21,1011.97,80.08,440.08
"5173",20.99,50.12,1008.82,95.97,448.07
"5174",10.32,41.01,1021.04,95.3,467.81
"5175",26.72,56.9,1007.12,58.54,435.16
"5176",14.55,44.84,1023.83,87.6,465.14
"5177",4.89,45.87,1007.58,99.35,482.69
"5178",19.49,46.63,1013.11,88.01,451.31
"5179",24.44,59.21,1017.36,61.45,445.82
"5180",7.99,36.08,1020.08,83.2,481.35
"5181",27.28,51.43,1011.46,51.38,450.53
"5182",26.23,59.07,1008.2,78.93,440.18
"5183",9.46,41.4,1026.78,87.58,480.82
"5184",15.01,39.52,1017.53,72,468.02
"5185",24.86,63.47,1011.5,71.78,441.68
"5186",20.47,58.16,1016.97,68.6,453.99
"5187",27.09,49.3,1003.93,61,437.44
"5188",11.48,36.18,1017.03,61.62,469.44
"5189",7.84,40.07,1016.68,47.63,488.7
"5190",15.97,52.72,1024.72,65.97,462.64
"5191",29.55,67.69,1004.88,48.68,428.77
"5192",11.63,40.55,1022.89,87.12,474.67
"5193",22.96,45.01,1012.21,50.81,450.37
"5194",13.61,40.71,1022.36,72.87,475.23
"5195",22.17,70.47,1011.07,82.57,441.14
"5196",15.45,61.27,1019.87,79.21,456.59
"5197",25.08,61.02,1010.01,73.21,437.31
"5198",24.98,71.98,1006.59,90.61,432.06
"5199",20.57,44.9,1008.39,62.69,456.18
"5200",12.33,38.91,1017.24,79.84,472.49
"5201",8.29,36.08,1020.38,81.53,483.26
"5202",25.47,59.92,1010.08,77.18,439.84
"5203",28.2,66.75,1018.35,60.18,433.46
"5204",29.05,70.32,1011.33,72.5,437.16
"5205",27.03,65.12,1015.94,45.1,441.62
"5206",27.25,73.03,1014.15,68.52,439.78
"5207",30.71,71.85,1008.07,72.05,425.16
"5208",20.94,49.02,1008.91,87.32,448.18
"5209",9.06,43.79,1016.05,81.32,482.8
"5210",26.8,58.84,1001.2,65.03,445.76
"5211",25.77,65.48,1018.07,51.47,440.96
"5212",16.77,50.9,1013.24,84.4,459.91
"5213",11.73,37.92,1008.02,72.68,472.51
"5214",19.72,65.94,1010.53,82.12,446.84
"5215",24.42,66.56,1002.04,84.7,434.18
"5216",18.68,59.14,1016.96,77.09,452.85
"5217",14.22,45.08,1023.26,84.41,466.47
"5218",23.81,57.5,1015.53,70.66,448.72
"5219",7.91,38.56,1016.48,68.94,485.95
"5220",21.32,45.01,1012.23,59.94,452.75
"5221",24.75,52.84,1005.47,69.61,442.6
"5222",26.81,56.57,1013.68,61.6,442.94
"5223",25.99,49.82,1015.95,58.56,452.09
"5224",10.59,41.26,1008.1,98.27,474.76
"5225",6.33,42.07,1004.25,77.1,484.57
"5226",22.26,44.89,1009.51,78.93,447.07
"5227",15.9,39.99,1007.03,78.49,465.5
"5228",23.14,58.18,1008.89,81.82,444.51
"5229",19.48,58.79,1017.6,88.72,450.55
"5230",13.19,44.88,1017.61,94.95,467.68
"5231",27.4,69.84,1002.98,76.48,430.54
"5232",29.41,59.27,1011.36,52.37,441.99
"5233",25.22,71.85,1009.78,68.96,438.71
"5234",22.31,70.32,1009.22,89.53,437.83
"5235",7.64,42.28,1008.49,83.42,483.74
"5236",14.68,43.99,1023.36,86.79,461.91
"5237",15.12,48.92,1011.8,72.93,462.59
"5238",20.96,61.27,1019.99,67.32,448.77
"5239",5.95,39.48,1005.16,63.6,486.07
"5240",25.13,57.69,1007.43,78.43,437.8
"5241",11.58,40.66,1017,97.13,466.42
"5242",20.21,59.14,1016,70.38,448.79
"5243",16.64,43.14,1019.03,82.88,459
"5244",8.86,36.71,1025.64,79.65,478.88
"5245",19.72,47.03,1012.1,90.36,458.59
"5246",8.27,38.56,1016.47,66.6,485.31
"5247",30.19,68.08,1010.95,50.34,431.25
"5248",20.06,56.53,1020.38,75.16,455.99
"5249",13.16,43.41,1016.43,79.47,465.6
"5250",24.01,65.46,1014.17,43.02,443.81
"5251",9.78,40.03,1017.33,92.11,480.59
"5252",16.85,42.24,1017.43,66.01,472.63
"5253",15.12,39.16,1006.55,76.99,463.78
"5254",24.45,66.49,1014.24,58.15,449.22
"5255",9.14,42.44,1014.48,92.03,481.46
"5256",26.02,68.67,1006.73,75.19,440.12
"5257",21.46,51.61,1010.91,76.41,457.28
"5258",13.18,40.24,1016.81,86.71,469.35
"5259",5.79,38.68,1017.19,70.46,487.4
"5260",13.56,49.83,1007.01,89.86,466.33
"5261",11.95,42.07,1018.52,84.73,467.91
"5262",9.15,44.03,1012.45,81.67,474.26
"5263",28.96,66.54,1002.54,56.33,429.48
"5264",21.23,50.59,1017.42,69.26,453.95
"5265",10.73,40.35,1012.27,89.65,477.23
"5266",6.1,39.33,1010.4,95.34,491.37
"5267",25.5,63.91,1009.4,75.22,444.26
"5268",29.1,76.2,1006.28,60.22,435.97
"5269",22.58,58.12,1014.88,80.59,448.32
"5270",19.53,66.54,1013.72,81.46,451.19
"5271",20.07,51.3,1011.9,94.62,450.46
"5272",24.96,77.54,1008.25,80.6,433.4
"5273",21.08,63.13,1013.53,98,443.51
"5274",12.54,43.69,1017.26,83.59,470.04
"5275",6.64,35.19,1019.83,76.01,484.03
"5276",16.78,37.2,1011.97,68.94,471.24
"5277",25.56,75.6,1017.37,69.31,442.2
"5278",14.02,40.75,1016.05,70.65,470.48
"5279",29.45,70.02,1010.28,65.93,437.82
"5280",28.97,78.92,1011.71,88.5,430.98
"5281",6.11,38.68,1017.53,79.23,482.97
"5282",28.53,49.3,1003.83,59.69,438.17
"5283",31.71,69.04,1008.79,49.32,441.15
"5284",32.45,44.37,1005.05,44.37,429.81
"5285",30.53,73.21,1000.37,74.17,430.2
"5286",15.02,41.48,1015.19,58.69,456.04
"5287",24.91,58.69,1008.22,82.81,435.96
"5288",22.21,69.71,1009.69,96.85,440.14
"5289",24.51,65.12,1016.18,62.39,447.46
"5290",18.9,60.07,1016.02,71.38,451.5
"5291",28.51,76.09,1007.88,78.2,438.28
"5292",27.88,75.23,1011.33,58.91,439.33
"5293",24.33,49.16,1003.46,61.04,441.2
"5294",20.36,57.5,1014.36,82.96,452.28
"5295",11.15,40.64,1020.65,97.95,477.79
"5296",21.16,50.66,1014.13,72.77,455.86
"5297",30.47,70.83,1010.91,46.94,444.39
"5298",31.68,74.16,1011.3,55.94,434.61
"5299",19.8,49.15,1020.88,61.88,461.78
"5300",32.33,67.83,1008.11,57.48,427.84
"5301",18.67,58.46,1016.73,87.7,447.16
"5302",29.42,69.14,1007.32,75.04,437.75
"5303",27.84,71.32,1007.72,79.25,431.37
"5304",22.59,65.06,1014.36,62.44,444.6
"5305",10.38,41.01,1020.8,94.26,465.9
"5306",8.32,39.64,1010.93,78.21,479.69
"5307",30.34,71.25,1000.94,67.29,431.18
"5308",12.38,45.51,1016.15,81.37,470.46
"5309",11.23,43.7,1016,91.75,476.04
"5310",24.19,46.93,1013.4,49.39,446.3
"5311",30.17,75.08,1005.17,55.89,438.89
"5312",28.5,71.32,1002.54,69.35,435.7
"5313",14.78,38.58,1017.02,82.4,460.54
"5314",11.48,41.2,1012.88,90.04,478.34
"5315",9.59,34.69,1027.65,75.32,478.88
"5316",20.42,60.77,1017.65,87.07,447.85
"5317",20.76,58.79,1017.22,78.75,447.07
"5318",13.53,40.71,1023.83,61.59,474.7
"5319",34.4,77.95,1009.83,57.86,430.87
"5320",33.6,74.33,1012.31,35.66,428.62
"5321",6.03,41.17,1019.81,84.2,488.57
"5322",28.62,69.71,1009.67,62.12,437.52
"5323",19.72,44.78,1009.27,39.18,464.54
"5324",11.54,40.77,1022.13,83.5,465.61
"5325",19.39,60.1,1010.28,83.31,452.57
"5326",9.59,37.14,1013.8,72.85,474.74
"5327",12.31,40.64,1020.71,94.6,475.65
"5328",23.61,63.94,1012.9,87.06,441.57
"5329",7.61,39.42,1024.93,74.77,475.55
"5330",18.51,58.46,1017.21,88.1,448.39
"5331",7.53,43.65,1018.58,64.85,479.15
"5332",10.5,52.72,1026.32,85.04,468.01
"5333",24.99,58.79,1016.37,67.16,439.2
"5334",6.15,40.07,1020.2,66.64,494.3
"5335",30.54,67.45,1014.37,32.97,431.35
"5336",13.44,39.39,1012.93,84.29,469.67
"5337",31.27,73.77,1003.27,71.48,430.32
"5338",16.13,39.99,1007.04,80.49,465.25
"5339",30.97,67.69,1005.61,50.88,425.35
"5340",15.37,43.34,1014.84,80.37,460.02
"5341",21.25,66.86,1012.99,60.65,455.72
"5342",14.89,39.82,1013.23,82.49,470.19
"5343",6.65,40.77,1021.79,88.84,482.9
"5344",30.26,72.58,1007,65.51,425.71
"5345",33.71,69.98,1013.09,42.62,431.99
"5346",8.6,40.77,1011.8,89.45,480.82
"5347",29,75.33,1001.6,71.43,432.65
"5348",10.02,41.44,1017.37,77.65,479.63
"5349",28.75,64.69,1007.1,60.37,437.94
"5350",37.11,68.94,1006.23,31.15,429.25
"5351",30.06,67.25,1017.63,53.59,435.02
"5352",30.68,69.68,1012.86,56.56,438.68
"5353",30.08,73.42,1011.17,63.86,434.95
"5354",6.98,40.35,1011.92,94.72,484.19
"5355",29.17,73.17,1009.87,60.97,432.07
"5356",21.93,60.84,1017.8,82.61,443.89
"5357",15.11,43.67,1012.06,91.75,467.82
"5358",25.68,70.17,1001.38,85.89,433.92
"5359",30.44,56.24,1005.19,56.24,429.34
"5360",20.36,65.27,1011.73,70.8,445.67
"5361",26.47,47.43,1009.09,54.94,439.4
"5362",13.9,39.54,1007.01,81.33,471.16
"5363",21.81,60.27,1015.93,91.38,441.85
"5364",9.08,42.49,1010.67,85.35,481.46
"5365",32.31,77.95,1010.15,62.17,430.15
"5366",27.96,73.42,1011.11,71.93,435.93
"5367",9.23,42.44,1014.34,94.2,481.29
"5368",25.66,61.08,1013,71.21,446.05
"5369",19.2,61.27,1020.02,65.53,455.2
"5370",24.81,59.87,1018.56,61.18,444.89
"5371",24.1,60.29,1008.2,61.81,449.79
"5372",28.33,68.14,1004.63,71.21,431.27
"5373",19.53,50.32,1009.71,94.46,449.59
"5374",29.37,74.78,1009.47,55.65,434.2
"5375",24.44,69.84,1005.34,80.37,430.3
"5376",31.35,67.32,1013.74,38.56,439.81
"5377",28.98,62.66,1009.1,52.62,438.45
"5378",21.05,63.09,1016.49,91.23,447.45
"5379",25.03,60.27,1017.9,72.04,438.24
"5380",14.78,54.3,1016.96,68.53,463.75
"5381",25.24,67.45,1013.56,50.91,438.99
"5382",16.7,50.88,1015.11,97.25,456.18
"5383",16.44,53.16,1014.82,75.29,458.49
"5384",25.18,71.98,1006.71,89.86,432.88
"5385",23.51,48.98,1014.63,41.56,454.06
"5386",20.56,64.45,1012.24,53.09,458.97
"5387",26.63,43.77,1011.33,49.3,440.95
"5388",27.4,69.13,1001.4,82.47,426.18
"5389",26.91,65.34,1014.19,50.7,443.6
"5390",23.75,67.9,1006.25,70.17,445.22
"5391",27.79,69.23,1012.86,45.71,435.06
"5392",27.41,63.07,1011.5,55.3,445.02
"5393",7.98,43.52,1022.45,97.68,481.93
"5394",11.98,44.58,1016.45,78.8,477.56
"5395",27.1,73.21,1002.97,89.68,430.87
"5396",12.93,45.51,1015.27,87.27,469.83
"5397",18.91,45.01,1012.9,59.81,456.12
"5398",26.9,66.48,1004.47,54.71,432.95
"5399",14.36,40,1016.16,68.79,460.42
"5400",8.81,43.56,1014.99,81.5,482.52
"5401",18.36,53.16,1013.31,83.18,458.47
"5402",11.48,37.92,1008.47,70.55,472.9
"5403",25.92,73.77,1001.27,94.28,432
"5404",11.01,43.69,1016.7,81.48,477.3
"5405",26.31,66.48,1005.93,63.9,432.89
"5406",9.99,42.07,1018.78,85.68,471.6
"5407",12.84,40.8,1026.95,69.86,475.59
"5408",21.07,67.07,1004.64,86.16,446.05
"5409",17.7,38.52,1020.15,69.8,455.5
"5410",14.36,41.26,1021.16,73.43,462.25
"5411",24,58.05,1011.28,74.32,447.16
"5412",12.17,41.58,1013.89,88.98,463.03
"5413",19.58,50.12,1009.82,100.1,449.44
"5414",25.73,66.54,1010.07,55.97,437.07
"5415",23.85,74.22,1009.99,82.72,441.66
"5416",26.45,73.5,1010.31,74.33,433.44
"5417",20.95,44.89,1010.48,67.97,450.39
"5418",21.29,59.04,1012.49,84.23,445.37
"5419",14.32,71.14,1019.87,79.15,460.02
"5420",19.65,63.91,1009.26,99.08,444.9
"5421",28.09,77.95,1017.07,70.98,436.94
"5422",33.87,71.32,1007.91,39.48,435.89
"5423",13.72,41.62,1011.14,75.79,455.52
"5424",9.47,41.4,1026.49,87.9,479.68
"5425",32.19,69.13,1000.45,48.22,425.21
"5426",18.73,46.48,1007.19,79.23,450.74
"5427",6.09,43.65,1020.95,71.15,485.96
"5428",24.43,67.25,1017.99,74.27,436.5
"5429",25.24,66.54,1002.07,81.22,433.86
"5430",26.26,71.73,1009.59,80.06,430.79
"5431",26.15,64.27,1013.03,59.77,439.11
"5432",7.77,41.82,1032.72,72.8,479.4
"5433",27.92,63.07,1010.75,45.26,442.87
"5434",31.62,64.05,1010.94,58.93,439.09
"5435",12.47,45.01,1017.8,95.25,467.18
"5436",31.41,74.16,1008.65,68.5,430.37
"5437",32.63,74.99,1002.42,40.07,432.79
"5438",21.97,58.12,1014.21,85.93,448.91
"5439",22.68,58.82,1010.11,82.8,443.86
"5440",10.82,44.63,1020.64,90.26,473.23
"5441",32.37,68.67,1005.45,47.98,430.35
"5442",10.89,40.81,1025.82,81.18,478.23
"5443",25.45,70.04,1011.2,82.48,430.2
"5444",10.91,42.34,1021.83,94.99,470.91
"5445",6.75,39.4,1011.28,90.84,483.77
"5446",21.36,45.61,1013.43,83.64,456.85
"5447",23.45,45.61,1012.84,73.42,454.92
"5448",4.04,35.47,1017.51,87.35,486.86
"5449",15.4,38.73,1000.67,79.71,469.18
"5450",25.54,49.16,1003.64,47.4,443.55
"5451",22.61,59.87,1019.12,66.12,441.2
"5452",8.62,39.66,1015.18,89.59,482.99
"5453",13.84,41.26,1020.92,74.74,462.46
"5454",21.31,69.05,1002.46,73.42,440.97
"5455",28.54,58.33,1013.9,49.4,439.28
"5456",20.35,67.45,1015.14,69.22,447.64
