"","height","lenght","area","eccen","p_black","p_and","mean_tr","blackpix","blackand","wb_trans","Output"
"2925",9,20,180,2.222,0.322,0.717,2.15,58,129,27,"1"
"2926",9,13,117,1.444,0.368,1,2.69,43,117,16,"1"
"2927",7,10,70,1.429,0.386,0.914,2.08,27,64,13,"1"
"2928",7,20,140,2.857,0.4,1,1.87,56,140,30,"1"
"2929",6,13,78,2.167,0.436,0.756,2.27,34,59,15,"1"
"2930",5,15,75,3,0.507,0.787,3.17,38,59,12,"1"
"2931",5,12,60,2.4,0.467,0.6,4.67,28,36,6,"1"
"2932",5,13,65,2.6,0.462,0.677,4.29,30,44,7,"1"
"2933",6,49,294,8.167,0.32,0.527,2.94,94,155,32,"1"
"2934",6,17,102,2.833,0.451,0.745,2.56,46,76,18,"1"
"2935",9,41,369,4.556,0.336,0.694,1.91,124,256,65,"1"
"2936",9,14,126,1.556,0.278,1,2.06,35,126,17,"1"
"2937",8,4,32,0.5,0.469,0.719,3.75,15,23,4,"1"
"2938",8,39,312,4.875,0.378,0.962,1.64,118,300,72,"1"
"2939",10,23,230,2.3,0.27,0.648,2,62,149,31,"1"
"2940",8,16,128,2,0.328,0.961,1.91,42,123,22,"1"
"2941",8,39,312,4.875,0.362,0.881,1.74,113,275,65,"1"
"2942",5,20,100,4,0.47,0.73,2.35,47,73,20,"1"
"2943",4,10,40,2.5,0.5,0.9,4,20,36,5,"1"
"2944",4,10,40,2.5,0.6,0.8,4,24,32,6,"1"
"2945",5,13,65,2.6,0.554,0.8,2.57,36,52,14,"1"
"2946",5,14,70,2.8,0.329,0.5,2.56,23,35,9,"1"
"2947",7,20,140,2.857,0.421,0.829,2.46,59,116,24,"1"
"2948",5,17,85,3.4,0.576,0.953,2.33,49,81,21,"1"
"2949",10,145,1450,14.5,0.268,0.747,1.83,389,1083,213,"1"
"2950",10,62,620,6.2,0.265,0.656,2.19,164,407,75,"1"
"2951",8,16,128,2,0.328,0.969,1.91,42,124,22,"1"
"2952",8,24,192,3,0.297,0.865,1.84,57,166,31,"1"
"2953",6,9,54,1.5,0.37,0.722,2,20,39,10,"1"
"2954",10,261,2610,26.1,0.259,0.767,1.74,676,2001,388,"1"
"2955",8,20,160,2.5,0.394,0.863,2.1,63,138,30,"1"
"2956",10,39,390,3.9,0.295,0.908,2.09,115,354,55,"1"
"2957",10,61,610,6.1,0.333,0.954,1.85,203,582,110,"1"
"2958",2,14,28,7,0.464,0.536,13,13,15,1,"2"
"2959",9,42,378,4.667,0.312,0.889,1.97,118,336,60,"1"
"2960",37,20,740,0.541,0.131,0.193,4.22,97,143,23,"5"
"2961",8,32,256,4,0.375,0.801,2.04,96,205,47,"1"
"2962",6,14,84,2.333,0.512,1,3.07,43,84,14,"1"
"2963",8,23,184,2.875,0.348,0.723,2,64,133,32,"1"
"2964",34,25,850,0.735,0.256,0.534,2.06,218,454,106,"5"
"2965",34,27,918,0.794,0.219,0.554,3.09,201,509,65,"5"
"2966",36,43,1548,1.194,0.117,0.183,3.07,181,283,59,"5"
"2967",9,40,360,4.444,0.344,0.683,2.07,124,246,60,"1"
"2968",8,14,112,1.75,0.411,0.991,2.56,46,111,18,"1"
"2969",8,32,256,4,0.395,0.773,2.1,101,198,48,"1"
"2970",10,31,310,3.1,0.316,0.752,1.66,98,233,59,"1"
"2971",8,33,264,4.125,0.375,0.981,1.6,99,259,62,"1"
"2972",8,20,160,2.5,0.406,0.906,1.86,65,145,35,"1"
"2973",8,12,96,1.5,0.406,0.917,1.56,39,88,25,"1"
"2974",16,29,464,1.813,0.144,0.496,2.58,67,230,26,"5"
"2975",7,34,238,4.857,0.403,0.849,1.81,96,202,53,"1"
"2976",11,109,1199,9.909,0.234,0.62,1.92,281,743,146,"1"
"2977",10,103,1030,10.3,0.25,0.61,1.77,258,628,146,"1"
"2978",9,91,819,10.111,0.161,0.44,1.86,132,360,71,"1"
"2979",9,9,81,1,0.358,0.728,2.23,29,59,13,"1"
"2980",8,12,96,1.5,0.375,0.927,1.8,36,89,20,"1"
"2981",8,40,320,5,0.35,0.906,1.81,112,290,62,"1"
"2982",10,57,570,5.7,0.326,0.695,1.98,186,396,94,"1"
"2983",10,28,280,2.8,0.343,0.975,2.13,96,273,45,"1"
"2984",10,8,80,0.8,0.313,0.9,1.56,25,72,16,"1"
"2985",10,15,150,1.5,0.313,0.78,2.24,47,117,21,"1"
"2986",6,3,18,0.5,0.556,0.556,10,10,10,1,"1"
"2987",7,20,140,2.857,0.493,0.979,1.82,69,137,38,"1"
"2988",7,20,140,2.857,0.457,0.857,2.46,64,120,26,"1"
"2989",6,8,48,1.333,0.604,0.896,3.22,29,43,9,"1"
"2990",5,3,15,0.6,0.6,0.6,9,9,9,1,"1"
"2991",9,2,18,0.222,0.611,0.722,11,11,13,1,"4"
"2992",5,2,10,0.4,0.7,0.7,7,7,7,1,"1"
"2993",11,221,2431,20.091,0.25,0.544,1.95,607,1323,312,"1"
"2994",7,35,245,5,0.445,0.771,2.48,109,189,44,"1"
"2995",10,33,330,3.3,0.352,0.745,2.07,116,246,56,"1"
"2996",8,7,56,0.875,0.5,0.786,3.11,28,44,9,"1"
"2997",8,12,96,1.5,0.531,0.813,2.83,51,78,18,"1"
"2998",8,16,128,2,0.422,0.852,1.8,54,109,30,"1"
"2999",7,20,140,2.857,0.429,0.993,2,60,139,30,"1"
"3000",7,4,28,0.571,0.5,1,2.33,14,28,6,"1"
"3001",7,35,245,5,0.494,1,2.2,121,245,55,"1"
"3002",9,33,297,3.667,0.357,0.63,2.47,106,187,43,"1"
"3003",6,30,180,5,0.45,0.833,3.12,81,150,26,"1"
"3004",6,26,156,4.333,0.519,0.955,2.25,81,149,36,"1"
"3005",5,26,130,5.2,0.492,0.785,2.37,64,102,27,"1"
"3006",5,22,110,4.4,0.536,0.909,2.19,59,100,27,"1"
"3007",6,15,90,2.5,0.467,0.711,3.23,42,64,13,"1"
"3008",5,19,95,3.8,0.505,0.8,2.18,48,76,22,"1"
"3009",6,37,222,6.167,0.392,0.757,2.23,87,168,39,"1"
"3010",5,11,55,2.2,0.6,0.818,2.75,33,45,12,"1"
"3011",5,13,65,2.6,0.554,0.8,3,36,52,12,"1"
"3012",5,14,70,2.8,0.443,0.743,2.21,31,52,14,"1"
"3013",9,25,225,2.778,0.329,0.502,2.55,74,113,29,"1"
"3014",8,10,80,1.25,0.35,0.763,1.75,28,61,16,"1"
"3015",11,54,594,4.909,0.316,0.697,2.07,188,414,91,"1"
"3016",10,29,290,2.9,0.303,0.731,2.1,88,212,42,"1"
"3017",10,16,160,1.6,0.288,0.744,2.19,46,119,21,"1"
"3018",10,39,390,3.9,0.344,0.59,2.79,134,230,48,"1"
"3019",8,14,112,1.75,0.482,0.679,3,54,76,18,"1"
"3020",8,12,96,1.5,0.458,0.667,3.67,44,64,12,"1"
"3021",8,35,280,4.375,0.425,0.843,2.09,119,236,57,"1"
"3022",8,9,72,1.125,0.361,0.819,1.73,26,59,15,"1"
"3023",8,22,176,2.75,0.295,0.483,2.6,52,85,20,"1"
"3024",8,36,288,4.5,0.299,0.531,2.21,86,153,39,"1"
"3025",6,16,96,2.667,0.281,0.542,2.45,27,52,11,"1"
"3026",8,31,248,3.875,0.351,0.839,1.98,87,208,44,"1"
"3027",8,45,360,5.625,0.297,0.564,1.88,107,203,57,"1"
"3028",5,23,115,4.6,0.504,0.783,2.42,58,90,24,"1"
"3029",8,34,272,4.25,0.36,0.717,1.88,98,195,52,"1"
"3030",8,12,96,1.5,0.396,0.99,1.9,38,95,20,"1"
"3031",10,28,280,2.8,0.311,0.957,1.78,87,268,49,"1"
"3032",10,41,410,4.1,0.356,0.956,2.15,146,392,68,"1"
"3033",8,15,120,1.875,0.475,1,2.38,57,120,24,"1"
"3034",8,12,96,1.5,0.438,1,2.1,42,96,20,"1"
"3035",10,9,90,0.9,0.356,0.933,1.6,32,84,20,"1"
"3036",10,36,360,3.6,0.367,0.789,2.28,132,284,58,"1"
"3037",6,26,156,4.333,0.423,0.769,2.36,66,120,28,"1"
"3038",4,24,96,6,0.573,0.958,2.04,55,92,27,"1"
"3039",5,30,150,6,0.587,0.96,2.44,88,144,36,"1"
"3040",8,71,568,8.875,0.289,0.574,1.64,164,326,100,"1"
"3041",10,16,160,1.6,0.444,1,2.22,71,160,32,"1"
"3042",10,14,140,1.4,0.371,0.886,2.89,52,124,18,"1"
"3043",10,16,160,1.6,0.3,1,1.85,48,160,26,"1"
"3044",10,15,150,1.5,0.3,1,1.88,45,150,24,"1"
"3045",10,7,70,0.7,0.357,0.757,2.78,25,53,9,"1"
"3046",10,74,740,7.4,0.303,0.708,2.17,224,524,103,"1"
"3047",8,30,240,3.75,0.296,0.863,2.09,71,207,34,"1"
"3048",10,51,510,5.1,0.337,0.773,2.12,172,394,81,"1"
"3049",10,79,790,7.9,0.244,0.742,1.79,193,586,108,"1"
"3050",11,127,1397,11.545,0.266,0.686,2.23,371,959,166,"1"
"3051",10,20,200,2,0.32,0.61,2.13,64,122,30,"1"
"3052",7,20,140,2.857,0.464,0.9,2.71,65,126,24,"1"
"3053",9,18,162,2,0.321,0.654,2.26,52,106,23,"1"
"3054",10,35,350,3.5,0.311,0.72,1.88,109,252,58,"1"
"3055",8,19,152,2.375,0.434,0.664,3,66,101,22,"1"
"3056",11,64,704,5.818,0.25,0.597,2,176,420,88,"1"
"3057",10,33,330,3.3,0.342,0.927,1.66,113,306,68,"1"
"3058",10,16,160,1.6,0.338,0.888,2.08,54,142,26,"1"
"3059",8,14,112,1.75,0.438,0.768,2.23,49,86,22,"1"
"3060",10,76,760,7.6,0.322,0.689,1.99,245,524,123,"1"
"3061",8,9,72,1.125,0.375,0.736,2.45,27,53,11,"1"
"3062",8,21,168,2.625,0.435,0.917,2.35,73,154,31,"1"
"3063",7,5,35,0.714,0.486,0.943,4.25,17,33,4,"1"
"3064",7,7,49,1,0.347,0.633,2.83,17,31,6,"1"
"3065",7,25,175,3.571,0.354,0.606,2.14,62,106,29,"1"
"3066",9,53,477,5.889,0.335,0.602,2.42,160,287,66,"1"
"3067",5,5,25,1,0.52,1,2.17,13,25,6,"1"
"3068",5,14,70,2.8,0.557,0.871,2.79,39,61,14,"1"
"3069",6,12,72,2,0.375,0.958,1.93,27,69,14,"1"
"3070",5,20,100,4,0.54,0.95,2.35,54,95,23,"1"
"3071",11,19,209,1.727,0.306,0.789,2.46,64,165,26,"1"
"3072",8,59,472,7.375,0.307,0.775,1.84,145,366,79,"1"
"3073",8,5,40,0.625,0.375,0.95,2.14,15,38,7,"1"
"3074",8,6,48,0.75,0.333,0.979,1.78,16,47,9,"1"
"3075",8,8,64,1,0.469,0.844,2.73,30,54,11,"1"
"3076",10,41,410,4.1,0.302,0.69,2.07,124,283,60,"1"
"3077",8,29,232,3.625,0.401,0.884,2.38,93,205,39,"1"
"3078",8,19,152,2.375,0.454,1,2.16,69,152,32,"1"
"3079",8,33,264,4.125,0.371,0.795,1.92,98,210,51,"1"
"3080",7,6,42,0.857,0.5,1,2.33,21,42,9,"1"
"3081",8,92,736,11.5,0.359,0.913,1.75,264,672,151,"1"
"3082",5,10,50,2,0.56,0.96,2.33,28,48,12,"1"
"3083",10,228,2280,22.8,0.26,0.61,1.87,592,1390,316,"1"
"3084",10,18,180,1.8,0.311,0.706,1.93,56,127,29,"1"
"3085",10,12,120,1.2,0.333,0.958,1.82,40,115,22,"1"
"3086",10,18,180,1.8,0.294,0.883,1.96,53,159,27,"1"
"3087",10,23,230,2.3,0.348,0.891,2.22,80,205,36,"1"
"3088",8,24,192,3,0.318,0.974,1.56,61,187,39,"1"
"3089",10,66,660,6.6,0.27,0.638,1.87,178,421,95,"1"
"3090",7,62,434,8.857,0.392,0.871,1.87,170,378,91,"1"
"3091",8,14,112,1.75,0.393,0.705,2.32,44,79,19,"1"
"3092",5,7,35,1.4,0.571,1,2.5,20,35,8,"1"
"3093",11,262,2882,23.818,0.259,0.788,1.94,747,2271,386,"1"
"3094",8,15,120,1.875,0.458,0.908,2.5,55,109,22,"1"
"3095",10,25,250,2.5,0.34,0.816,1.89,85,204,45,"1"
"3096",8,7,56,0.875,0.482,0.946,2.7,27,53,10,"1"
"3097",8,12,96,1.5,0.385,0.896,1.68,37,86,22,"1"
"3098",8,13,104,1.625,0.471,1,1.81,49,104,27,"1"
"3099",8,6,48,0.75,0.375,0.896,1.8,18,43,10,"1"
"3100",10,30,300,3,0.357,0.87,2.14,107,261,50,"1"
"3101",10,10,100,1,0.34,0.93,1.89,34,93,18,"1"
"3102",8,12,96,1.5,0.396,0.969,1.81,38,93,21,"1"
"3103",8,20,160,2.5,0.394,0.944,2.25,63,151,28,"1"
"3104",8,16,128,2,0.383,0.742,2.33,49,95,21,"1"
"3105",6,18,108,3,0.491,0.88,2.04,53,95,26,"1"
"3106",6,4,24,0.667,0.583,1,4.67,14,24,3,"1"
"3107",8,25,200,3.125,0.405,0.865,1.84,81,173,44,"1"
"3108",8,24,192,3,0.318,0.688,2.65,61,132,23,"1"
"3109",8,19,152,2.375,0.395,0.704,1.94,60,107,31,"1"
"3110",8,8,64,1,0.438,0.813,4.67,28,52,6,"1"
"3111",10,262,2620,26.2,0.288,0.742,1.79,754,1945,421,"1"
"3112",8,39,312,4.875,0.423,0.955,1.83,132,298,72,"1"
"3113",10,23,230,2.3,0.287,0.617,2.2,66,142,30,"1"
"3114",7,27,189,3.857,0.402,0.746,1.81,76,141,42,"1"
"3115",5,27,135,5.4,0.607,0.993,2.34,82,134,35,"1"
"3116",7,20,140,2.857,0.436,0.736,2.35,61,103,26,"1"
"3117",8,23,184,2.875,0.364,0.967,2.03,67,178,33,"1"
"3118",8,20,160,2.5,0.425,1,2.27,68,160,30,"1"
"3119",8,35,280,4.375,0.357,0.921,1.64,100,258,61,"1"
"3120",10,30,300,3,0.333,0.93,1.79,100,279,56,"1"
"3121",10,19,190,1.9,0.326,0.768,1.59,62,146,39,"1"
"3122",10,46,460,4.6,0.317,0.683,1.85,146,314,79,"1"
"3123",10,28,280,2.8,0.336,0.85,1.68,94,238,56,"1"
"3124",8,41,328,5.125,0.378,0.945,1.61,124,310,77,"1"
"3125",8,14,112,1.75,0.429,1,2.4,48,112,20,"1"
"3126",10,33,330,3.3,0.345,0.779,1.9,114,257,60,"1"
"3127",8,40,320,5,0.372,0.919,1.75,119,294,68,"1"
"3128",7,20,140,2.857,0.464,1,2.24,65,140,29,"1"
"3129",10,45,450,4.5,0.296,0.558,2.25,133,251,59,"1"
"3130",6,18,108,3,0.444,0.991,1.71,48,107,28,"1"
"3131",6,14,84,2.333,0.536,1,2.05,45,84,22,"1"
"3132",5,4,20,0.8,0.7,1,2.33,14,20,6,"1"
"3133",9,14,126,1.556,0.333,0.897,2.47,42,113,17,"1"
"3134",8,60,480,7.5,0.335,0.915,1.85,161,439,87,"1"
"3135",8,5,40,0.625,0.4,1,2.67,16,40,6,"1"
"3136",10,41,410,4.1,0.278,0.632,1.93,114,259,59,"1"
"3137",8,14,112,1.75,0.509,0.768,3,57,86,19,"1"
"3138",8,23,184,2.875,0.451,0.832,2.08,83,153,40,"1"
"3139",8,9,72,1.125,0.361,0.903,1.63,26,65,16,"1"
"3140",8,12,96,1.5,0.385,0.948,1.48,37,91,25,"1"
"3141",8,20,160,2.5,0.363,0.931,1.93,58,149,30,"1"
"3142",8,16,128,2,0.359,0.781,2,46,100,23,"1"
"3143",8,12,96,1.5,0.396,0.969,1.65,38,93,23,"1"
"3144",8,14,112,1.75,0.384,0.795,1.72,43,89,25,"1"
"3145",8,33,264,4.125,0.345,0.886,1.57,91,234,58,"1"
"3146",10,46,460,4.6,0.3,0.604,2.09,138,278,66,"1"
"3147",6,4,24,0.667,0.667,1,4,16,24,4,"1"
"3148",8,49,392,6.125,0.413,0.76,1.93,162,298,84,"1"
"3149",8,34,272,4.25,0.357,0.75,1.87,97,204,52,"1"
"3150",6,10,60,1.667,0.483,0.933,2.07,29,56,14,"1"
"3151",5,14,70,2.8,0.586,0.943,2.28,41,66,18,"1"
"3152",11,261,2871,23.727,0.243,0.524,1.93,698,1505,361,"1"
"3153",10,262,2620,26.2,0.274,0.757,1.8,719,1984,399,"1"
"3154",10,260,2600,26,0.282,0.737,1.78,732,1916,412,"1"
"3155",10,262,2620,26.2,0.29,0.826,1.76,761,2163,432,"1"
"3156",8,11,88,1.375,0.477,0.966,2,42,85,21,"1"
"3157",8,37,296,4.625,0.334,0.831,1.87,99,246,53,"1"
"3158",8,24,192,3,0.26,0.672,1.85,50,129,27,"1"
"3159",8,19,152,2.375,0.421,0.974,1.83,64,148,35,"1"
"3160",8,33,264,4.125,0.326,0.848,2,86,224,43,"1"
"3161",10,30,300,3,0.363,0.71,2.42,109,213,45,"1"
"3162",8,7,56,0.875,0.482,0.946,2.45,27,53,11,"1"
"3163",7,41,287,5.857,0.355,0.857,1.85,102,246,55,"1"
"3164",8,30,240,3.75,0.342,0.896,2,82,215,41,"1"
"3165",10,262,2620,26.2,0.273,0.703,1.83,716,1841,391,"1"
"3166",8,53,424,6.625,0.347,0.767,1.93,147,325,76,"1"
"3167",8,30,240,3.75,0.363,0.85,2.29,87,204,38,"1"
"3168",8,18,144,2.25,0.438,0.979,2.74,63,141,23,"1"
"3169",9,52,468,5.778,0.286,0.652,1.84,134,305,73,"1"
"3170",10,29,290,2.9,0.29,0.803,1.83,84,233,46,"1"
"3171",8,13,104,1.625,0.356,0.942,1.76,37,98,21,"1"
"3172",8,9,72,1.125,0.361,0.792,2.17,26,57,12,"1"
"3173",8,12,96,1.5,0.396,0.99,1.9,38,95,20,"1"
"3174",10,22,220,2.2,0.309,0.582,2.34,68,128,29,"1"
"3175",9,89,801,9.889,0.3,0.559,2.18,240,448,110,"1"
"3176",10,26,260,2.6,0.35,0.819,2.33,91,213,39,"1"
"3177",9,18,162,2,0.327,0.914,1.89,53,148,28,"1"
"3178",9,4,36,0.444,0.444,1,8,16,36,2,"1"
"3179",10,58,580,5.8,0.3,0.84,2.17,174,487,80,"1"
"3180",8,18,144,2.25,0.389,0.931,2.24,56,134,25,"1"
"3181",8,61,488,7.625,0.342,0.875,1.94,167,427,86,"1"
"3182",8,19,152,2.375,0.428,0.961,1.76,65,146,37,"1"
"3183",8,34,272,4.25,0.379,0.971,1.84,103,264,56,"1"
"3184",10,27,270,2.7,0.367,0.83,1.87,99,224,53,"1"
"3185",10,38,380,3.8,0.308,0.632,2.13,117,240,55,"1"
"3186",8,12,96,1.5,0.479,1,2.19,46,96,21,"1"
"3187",8,20,160,2.5,0.413,0.981,2.06,66,157,32,"1"
"3188",8,16,128,2,0.422,0.992,1.86,54,127,29,"1"
"3189",8,10,80,1.25,0.325,0.913,1.53,26,73,17,"1"
"3190",8,22,176,2.75,0.398,0.818,2.06,70,144,34,"1"
"3191",8,31,248,3.875,0.375,0.722,2.02,93,179,46,"1"
"3192",10,34,340,3.4,0.303,0.815,1.84,103,277,56,"1"
"3193",9,32,288,3.556,0.33,0.889,1.79,95,256,53,"1"
"3194",8,25,200,3.125,0.415,1,1.89,83,200,44,"1"
"3195",8,23,184,2.875,0.462,1,1.89,85,184,45,"1"
"3196",8,12,96,1.5,0.417,0.927,1.74,40,89,23,"1"
"3197",10,26,260,2.6,0.354,0.769,2.09,92,200,44,"1"
"3198",11,261,2871,23.727,0.251,0.661,2,722,1898,361,"1"
"3199",11,175,1925,15.909,0.21,0.469,1.98,405,902,205,"1"
"3200",8,40,320,5,0.363,0.806,1.68,116,258,69,"1"
"3201",8,70,560,8.75,0.279,0.727,1.68,156,407,93,"1"
"3202",10,262,2620,26.2,0.281,0.691,1.89,736,1811,390,"1"
"3203",8,23,184,2.875,0.375,0.88,2.09,69,162,33,"1"
"3204",8,39,312,4.875,0.369,0.99,2.05,115,309,56,"1"
"3205",8,9,72,1.125,0.431,1,2.38,31,72,13,"1"
"3206",8,10,80,1.25,0.363,0.913,3.22,29,73,9,"1"
"3207",10,40,400,4,0.295,0.68,1.9,118,272,62,"1"
"3208",7,14,98,2,0.5,1,2.72,49,98,18,"1"
"3209",9,30,270,3.333,0.304,0.711,1.86,82,192,44,"1"
"3210",7,25,175,3.571,0.434,1,1.81,76,175,42,"1"
"3211",5,26,130,5.2,0.523,0.985,1.89,68,128,36,"1"
"3212",8,12,96,1.5,0.427,0.906,2.16,41,87,19,"1"
"3213",10,53,530,5.3,0.294,0.908,1.75,156,481,89,"1"
"3214",10,99,990,9.9,0.264,0.774,1.92,261,766,136,"1"
"3215",10,31,310,3.1,0.339,0.713,2.14,105,221,49,"1"
"3216",10,9,90,0.9,0.3,0.778,2.25,27,70,12,"1"
"3217",10,54,540,5.4,0.306,0.689,1.94,165,372,85,"1"
"3218",8,50,400,6.25,0.378,0.915,1.7,151,366,89,"1"
"3219",8,15,120,1.875,0.417,0.925,2.17,50,111,23,"1"
"3220",8,35,280,4.375,0.393,0.918,1.96,110,257,56,"1"
"3221",10,34,340,3.4,0.279,0.8,1.86,95,272,51,"1"
"3222",8,16,128,2,0.344,0.898,1.91,44,115,23,"1"
"3223",7,12,84,1.714,0.393,0.69,2.36,33,58,14,"1"
"3224",8,24,192,3,0.438,0.839,1.95,84,161,43,"1"
"3225",8,17,136,2.125,0.382,0.86,2.48,52,117,21,"1"
"3226",8,19,152,2.375,0.388,0.809,1.97,59,123,30,"1"
"3227",8,24,192,3,0.323,0.688,2.21,62,132,28,"1"
"3228",10,31,310,3.1,0.329,0.952,2.08,102,295,49,"1"
"3229",8,80,640,10,0.347,0.933,1.75,222,597,127,"1"
"3230",9,15,135,1.667,0.244,0.83,1.57,33,112,21,"1"
"3231",11,74,814,6.727,0.247,0.695,1.97,201,566,102,"1"
"3232",10,39,390,3.9,0.308,0.721,1.69,120,281,71,"1"
"3233",10,73,730,7.3,0.273,0.79,1.84,199,577,108,"1"
"3234",8,33,264,4.125,0.356,0.705,2,94,186,47,"1"
"3235",5,8,40,1.6,0.675,0.975,3,27,39,9,"1"
"3236",6,4,24,0.667,0.583,0.792,3.5,14,19,4,"1"
"3237",10,251,2510,25.1,0.281,0.708,1.77,705,1776,398,"1"
"3238",10,52,520,5.2,0.298,0.752,2.09,155,391,74,"1"
"3239",8,25,200,3.125,0.31,0.67,1.63,62,134,38,"1"
"3240",8,9,72,1.125,0.375,0.986,2.08,27,71,13,"1"
"3241",8,35,280,4.375,0.396,0.986,1.88,111,276,59,"1"
"3242",8,17,136,2.125,0.419,0.956,2.11,57,130,27,"1"
"3243",7,18,126,2.571,0.357,0.865,2.14,45,109,21,"1"
"3244",7,38,266,5.429,0.353,0.902,2.04,94,240,46,"1"
"3245",6,4,24,0.667,0.542,1,1.86,13,24,7,"1"
"3246",7,21,147,3,0.313,0.667,2.09,46,98,22,"1"
"3247",10,242,2420,24.2,0.26,0.579,2.08,630,1401,303,"1"
"3248",10,63,630,6.3,0.298,0.795,1.72,188,501,109,"1"
"3249",9,29,261,3.222,0.318,0.893,1.73,83,233,48,"1"
"3250",8,5,40,0.625,0.425,1,1.55,17,40,11,"1"
"3251",8,25,200,3.125,0.335,0.77,1.68,67,154,40,"1"
"3252",8,9,72,1.125,0.389,0.708,2.33,28,51,12,"1"
"3253",9,56,504,6.222,0.343,0.706,1.97,173,356,88,"1"
"3254",7,14,98,2,0.286,1,1.87,28,98,15,"1"
"3255",6,7,42,1.167,0.476,0.976,2.22,20,41,9,"1"
"3256",6,23,138,3.833,0.377,0.862,2.36,52,119,22,"1"
"3257",10,261,2610,26.1,0.269,0.713,1.81,701,1860,388,"1"
"3258",11,262,2882,23.818,0.242,0.618,1.91,697,1781,364,"1"
"3259",11,261,2871,23.727,0.246,0.638,1.93,707,1833,366,"1"
"3260",8,7,56,0.875,0.429,1,2.67,24,56,9,"1"
"3261",8,14,112,1.75,0.339,0.884,1.73,38,99,22,"1"
"3262",10,52,520,5.2,0.294,0.675,2.13,153,351,72,"1"
"3263",7,18,126,2.571,0.468,1,2.81,59,126,21,"1"
"3264",8,17,136,2.125,0.441,0.978,1.67,60,133,36,"1"
"3265",8,12,96,1.5,0.458,0.865,2.1,44,83,21,"1"
"3266",8,23,184,2.875,0.353,0.826,1.91,65,152,34,"1"
"3267",10,31,310,3.1,0.284,0.835,1.69,88,259,52,"1"
"3268",8,13,104,1.625,0.452,0.971,1.96,47,101,24,"1"
"3269",8,4,32,0.5,0.594,1,2.71,19,32,7,"1"
"3270",8,13,104,1.625,0.423,0.923,1.76,44,96,25,"1"
"3271",8,12,96,1.5,0.521,0.958,2.5,50,92,20,"1"
"3272",10,41,410,4.1,0.324,0.81,1.87,133,332,71,"1"
"3273",9,9,81,1,0.296,0.901,1.6,24,73,15,"1"
"3274",8,22,176,2.75,0.375,0.909,1.78,66,160,37,"1"
"3275",10,120,1200,12,0.279,0.765,1.7,335,918,197,"1"
"3276",9,64,576,7.111,0.177,0.479,2.32,102,276,44,"1"
"3277",7,53,371,7.571,0.342,0.58,2.4,127,215,53,"1"
"3278",8,33,264,4.125,0.436,0.886,1.89,115,234,61,"1"
"3279",9,42,378,4.667,0.325,0.823,1.71,123,311,72,"1"
"3280",7,13,91,1.857,0.429,0.945,2.05,39,86,19,"1"
"3281",7,18,126,2.571,0.397,0.984,1.79,50,124,28,"1"
"3282",7,19,133,2.714,0.451,0.97,2.73,60,129,22,"1"
"3283",7,4,28,0.571,0.536,1,5,15,28,3,"1"
"3284",7,20,140,2.857,0.407,0.929,1.97,57,130,29,"1"
"3285",9,29,261,3.222,0.307,0.648,1.95,80,169,41,"1"
"3286",9,46,414,5.111,0.316,0.857,1.72,131,355,76,"1"
"3287",8,13,104,1.625,0.365,0.933,1.65,38,97,23,"1"
"3288",8,12,96,1.5,0.385,0.698,2.47,37,67,15,"1"
"3289",8,50,400,6.25,0.36,0.728,1.97,144,291,73,"1"
"3290",7,9,63,1.286,0.365,0.698,1.64,23,44,14,"1"
"3291",10,27,270,2.7,0.3,0.644,1.98,81,174,41,"1"
"3292",7,41,287,5.857,0.422,1,1.73,121,287,70,"1"
"3293",9,18,162,2,0.327,0.765,1.83,53,124,29,"1"
"3294",5,7,35,1.4,0.686,1,3,24,35,8,"1"
"3295",5,14,70,2.8,0.543,0.929,2,38,65,19,"1"
"3296",5,27,135,5.4,0.548,1,2.18,74,135,34,"1"
"3297",5,7,35,1.4,0.6,1,2.33,21,35,9,"1"
"3298",5,15,75,3,0.547,0.947,2.05,41,71,20,"1"
"3299",8,32,256,4,0.375,0.98,2.09,96,251,46,"1"
"3300",8,5,40,0.625,0.525,1,3,21,40,7,"1"
"3301",8,26,208,3.25,0.37,0.822,1.75,77,171,44,"1"
"3302",8,25,200,3.125,0.38,0.795,1.81,76,159,42,"1"
"3303",8,52,416,6.5,0.38,0.88,1.88,158,366,84,"1"
"3304",8,15,120,1.875,0.425,0.925,1.96,51,111,26,"1"
"3305",8,24,192,3,0.375,0.964,1.8,72,185,40,"1"
"3306",8,22,176,2.75,0.426,1,2.42,75,176,31,"1"
"3307",10,119,1190,11.9,0.275,0.665,1.84,327,791,178,"1"
"3308",10,34,340,3.4,0.303,0.8,1.81,103,272,57,"1"
"3309",8,7,56,0.875,0.518,1,2.64,29,56,11,"1"
"3310",8,63,504,7.875,0.333,0.734,1.58,168,370,106,"1"
"3311",6,8,48,1.333,0.5,1,2.18,24,48,11,"1"
"3312",6,7,42,1.167,0.5,1,1.75,21,42,12,"1"
"3313",11,261,2871,23.727,0.231,0.596,1.87,662,1711,354,"1"
"3314",8,15,120,1.875,0.458,0.95,2.2,55,114,25,"1"
"3315",10,157,1570,15.7,0.233,0.565,1.65,366,887,222,"1"
"3316",10,171,1710,17.1,0.126,0.452,1.78,215,773,121,"1"
"3317",5,16,80,3.2,0.563,0.925,2.65,45,74,17,"1"
